Category,Package,Type,Severity/Prob,Status,File Path,Line,AI Summary,Rule Key
Lỗ hổng Thư viện (SCA),nanoid,SECURITY,HIGH,OPEN,frontend/package-lock.json,1019,"Nguyên nhân: Thư viện nanoid phiên bản 3.3.12 tồn tại lỗ hổng vòng lặp vô hạn khi truyền kích thước âm vào hàm customAlphabet và nanoid trong module non-secure.
Cách khắc phục: Nâng cấp nanoid lên phiên bản 3.3.16 trở lên trong file frontend/package-lock.json và chạy npm install để áp dụng thay đổi.",external_Trivy (MegaLinter REPOSITORY_TRIVY):CVE-2026-67214
Lỗ hổng Thư viện (SCA),postcss,SECURITY,HIGH,OPEN,frontend/package-lock.json,1043,"Nguyên nhân: Mã nguồn hoặc cấu hình chưa đáp ứng yêu cầu an toàn của rule được phát hiện.
Cách khắc phục: Kiểm tra file/dòng được báo cáo và cập nhật cấu hình hoặc phiên bản thư viện an toàn trở lên.",external_Trivy (MegaLinter REPOSITORY_TRIVY):GHSA-r28c-9q8g-f849
Lỗ hổng Thư viện (SCA),postcss,SECURITY,MEDIUM,OPEN,frontend/package-lock.json,1043,"Nguyên nhân: Gói postcss phiên bản 8.5.14 chứa lỗi bảo mật CVE-2026-69153 do vá không triệt để lỗi CVE-2026-45623, cho phép kẻ tấn công đọc tệp .map bất kỳ thông qua sourceMappingURL khi tham số from chưa được thiết lập.
Cách khắc phục: Nâng cấp gói postcss lên phiên bản 8.5.23 hoặc mới hơn trong frontend/package-lock.json bằng lệnh npm update postcss hoặc sửa trực tiếp phiên bản trong package.json rồi chạy npm install.",external_Trivy (MegaLinter REPOSITORY_TRIVY):CVE-2026-69153
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/App.vue,94,"Nguyên nhân: Văn bản trên trang web không đạt tỷ lệ tương phản màu tối thiểu theo WCAG AA (4.5:1 cho chữ thường, 3:1 cho chữ lớn), khiến nội dung khó đọc đối với người dùng có thị lực kém hoặc trong điều kiện ánh sáng không lý tưởng.
Cách khắc phục: Sử dụng công cụ kiểm tra độ tương phản để đo lường và điều chỉnh cặp màu nền/chữ, đảm bảo đạt tỷ lệ tối thiểu 4.5:1 (hoặc 3:1 cho chữ lớn) theo tiêu chuẩn WCAG AA.",css:S7924
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/App.vue,99,"Nguyên nhân: Văn bản trên trang web không đạt tỷ lệ tương phản màu tối thiểu theo WCAG AA (4.5:1 cho chữ thường, 3:1 cho chữ lớn), khiến nội dung khó đọc đối với người dùng có thị lực kém hoặc trong điều kiện ánh sáng không lý tưởng.
Cách khắc phục: Sử dụng công cụ kiểm tra độ tương phản để đo lường và điều chỉnh cặp màu nền/chữ, đảm bảo đạt tỷ lệ tối thiểu 4.5:1 (hoặc 3:1 cho chữ lớn) theo tiêu chuẩn WCAG AA.",css:S7924
Mã nguồn & Cấu hình,,RELIABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,17,"Nguyên nhân: Phần tử nhãn <label> thiếu nội dung văn bản hoặc không được liên kết với phần tử điều khiển nào.
Cách khắc phục: Đảm bảo nhãn <label> bao bọc phần tử điều khiển hoặc có thuộc tính `for` (hoặc `htmlFor` trong JSX) trỏ tới `id` của phần tử điều khiển đó.",Web:S6853
Mã nguồn & Cấu hình,,RELIABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,34,"Nguyên nhân: Phần tử nhãn <label> thiếu nội dung văn bản hoặc không được liên kết với phần tử điều khiển nào.
Cách khắc phục: Đảm bảo nhãn <label> bao bọc phần tử điều khiển hoặc có thuộc tính `for` (hoặc `htmlFor` trong JSX) trỏ tới `id` của phần tử điều khiển đó.",Web:S6853
Mã nguồn & Cấu hình,,RELIABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,43,"Nguyên nhân: Phần tử nhãn <label> thiếu nội dung văn bản hoặc không được liên kết với phần tử điều khiển nào.
Cách khắc phục: Đảm bảo nhãn <label> bao bọc phần tử điều khiển hoặc có thuộc tính `for` (hoặc `htmlFor` trong JSX) trỏ tới `id` của phần tử điều khiển đó.",Web:S6853
Mã nguồn & Cấu hình,,RELIABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,47,"Nguyên nhân: Phần tử nhãn <label> thiếu nội dung văn bản hoặc không được liên kết với phần tử điều khiển nào.
Cách khắc phục: Đảm bảo nhãn <label> bao bọc phần tử điều khiển hoặc có thuộc tính `for` (hoặc `htmlFor` trong JSX) trỏ tới `id` của phần tử điều khiển đó.",Web:S6853
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,689,"Nguyên nhân: Văn bản trên trang web không đạt tỷ lệ tương phản màu tối thiểu theo WCAG AA (4.5:1 cho chữ thường, 3:1 cho chữ lớn), khiến nội dung khó đọc đối với người dùng có thị lực kém hoặc trong điều kiện ánh sáng không lý tưởng.
Cách khắc phục: Sử dụng công cụ kiểm tra độ tương phản để đo lường và điều chỉnh cặp màu nền/chữ, đảm bảo đạt tỷ lệ tối thiểu 4.5:1 (hoặc 3:1 cho chữ lớn) theo tiêu chuẩn WCAG AA.",css:S7924
Mã nguồn & Cấu hình,,RELIABILITY,MEDIUM,OPEN,frontend/src/components/JobMatcher.vue,35,"Nguyên nhân: Phần tử nhãn <label> thiếu nội dung văn bản hoặc không được liên kết với phần tử điều khiển nào.
Cách khắc phục: Đảm bảo nhãn <label> bao bọc phần tử điều khiển hoặc có thuộc tính `for` (hoặc `htmlFor` trong JSX) trỏ tới `id` của phần tử điều khiển đó.",Web:S6853
Mã nguồn & Cấu hình,,RELIABILITY,MEDIUM,OPEN,frontend/src/components/JobMatcher.vue,39,"Nguyên nhân: Phần tử nhãn <label> thiếu nội dung văn bản hoặc không được liên kết với phần tử điều khiển nào.
Cách khắc phục: Đảm bảo nhãn <label> bao bọc phần tử điều khiển hoặc có thuộc tính `for` (hoặc `htmlFor` trong JSX) trỏ tới `id` của phần tử điều khiển đó.",Web:S6853
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/JobMatcher.vue,115,"Nguyên nhân: Việc thực hiện phép gán giá trị bên trong một biểu thức phụ làm giảm độ rõ ràng và dễ gây hiểu lầm.
Cách khắc phục: Tách các phép gán ra thành câu lệnh riêng biệt để làm rõ hành động và tránh tạo hiệu ứng phụ không mong muốn.",javascript:S1121
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/JobMatcher.vue,116,"Nguyên nhân: Việc thực hiện phép gán giá trị bên trong một biểu thức phụ làm giảm độ rõ ràng và dễ gây hiểu lầm.
Cách khắc phục: Tách các phép gán ra thành câu lệnh riêng biệt để làm rõ hành động và tránh tạo hiệu ứng phụ không mong muốn.",javascript:S1121
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/JobMatcher.vue,178,"Nguyên nhân: Văn bản trên trang web không đạt tỷ lệ tương phản màu tối thiểu theo WCAG AA (4.5:1 cho chữ thường, 3:1 cho chữ lớn), khiến nội dung khó đọc đối với người dùng có thị lực kém hoặc trong điều kiện ánh sáng không lý tưởng.
Cách khắc phục: Sử dụng công cụ kiểm tra độ tương phản để đo lường và điều chỉnh cặp màu nền/chữ, đảm bảo đạt tỷ lệ tối thiểu 4.5:1 (hoặc 3:1 cho chữ lớn) theo tiêu chuẩn WCAG AA.",css:S7924
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/JobMatcher.vue,212,"Nguyên nhân: Văn bản trên trang web không đạt tỷ lệ tương phản màu tối thiểu theo WCAG AA (4.5:1 cho chữ thường, 3:1 cho chữ lớn), khiến nội dung khó đọc đối với người dùng có thị lực kém hoặc trong điều kiện ánh sáng không lý tưởng.
Cách khắc phục: Sử dụng công cụ kiểm tra độ tương phản để đo lường và điều chỉnh cặp màu nền/chữ, đảm bảo đạt tỷ lệ tối thiểu 4.5:1 (hoặc 3:1 cho chữ lớn) theo tiêu chuẩn WCAG AA.",css:S7924
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/JobMatcher.vue,213,"Nguyên nhân: Văn bản trên trang web không đạt tỷ lệ tương phản màu tối thiểu theo WCAG AA (4.5:1 cho chữ thường, 3:1 cho chữ lớn), khiến nội dung khó đọc đối với người dùng có thị lực kém hoặc trong điều kiện ánh sáng không lý tưởng.
Cách khắc phục: Sử dụng công cụ kiểm tra độ tương phản để đo lường và điều chỉnh cặp màu nền/chữ, đảm bảo đạt tỷ lệ tối thiểu 4.5:1 (hoặc 3:1 cho chữ lớn) theo tiêu chuẩn WCAG AA.",css:S7924
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,test_api.py,6,"Nguyên nhân: URL không an toàn được sử dụng trong mã nguồn.
Cách khắc phục: Thay thế URL không an toàn bằng URL an toàn.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS137138
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,test_api.py,7,"Nguyên nhân: URL không an toàn được sử dụng trong mã nguồn.
Cách khắc phục: Thay thế URL không an toàn bằng URL an toàn.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS137138
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,test_api.py,9,"Nguyên nhân: URL không an toàn được sử dụng trong mã nguồn.
Cách khắc phục: Thay thế URL không an toàn bằng URL an toàn.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS137138
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,test_api2.py,6,"Nguyên nhân: URL không an toàn được sử dụng trong mã nguồn.
Cách khắc phục: Thay thế URL không an toàn bằng URL an toàn.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS137138
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,test_api2.py,7,"Nguyên nhân: URL không an toàn được sử dụng trong mã nguồn.
Cách khắc phục: Thay thế URL không an toàn bằng URL an toàn.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS137138
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,test_api2.py,9,"Nguyên nhân: URL không an toàn được sử dụng trong mã nguồn.
Cách khắc phục: Thay thế URL không an toàn bằng URL an toàn.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS137138
Mã nguồn & Cấu hình,,SECURITY_HOTSPOT,MEDIUM,TO_REVIEW,frontend/src/components/CandidateReport.vue,379,"Nguyên nhân: Regex chứa các lặp không giới hạn (r*) hoặc lặp không chắc chắn (r*?) làm cho khả năng khớp nhiều cách và gây thời gian khớp tăng trưởng
Cách khắc phục: Áp dụng các thực hành mã an toàn, tránh các mẫu regex gây backtracking và thiết kế regex tối ưu, giới hạn lặp, kiểm tra tính nhất quán",javascript:S5852
Mã nguồn & Cấu hình,,SECURITY_HOTSPOT,MEDIUM,TO_REVIEW,ai_ats/api.py,282,"Nguyên nhân: Biểu thức chính quy chứa lượng tử không chiếm hữu (như r* hoặc r*?) kết hợp với phần tùy chọn hoặc luân phiên có thể gây ra quá trình quay lui thảm khốc (catastrophic backtracking), dẫn đến nguy cơ từ chối dịch vụ (ReDoS).
Cách khắc phục: Viết lại biểu thức chính quy để khử sự mơ hồ, sử dụng lượng tử chiếm hữu (possessive quantifier) hoặc nhóm nguyên tử (atomic group) trong ngôn ngữ hỗ trợ, hoặc giới hạn độ dài chuỗi đầu vào và đặt thời gian chờ cho thao tác so khớp.",python:S5852
